family,point,subrun,run,volume,e1,e2,e3,e4,e5,e6,strain_norm,max_abs_voigt,lhfcalc,aexx,ispin,encut,functional,nk,nb,energy,ionic_steps
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.005850044726823822,-0.09180000811687744,0.06000000530514871,-0.03000000265257424,0.08061046275856333,0.09180000811687744,,,,550,PBE,172,8,-17.939784,7
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.005850044726823822,-0.09180000811687744,0.06000000530514871,-0.03000000265257424,0.08061046275856333,0.09180000811687744,.TRUE.,0.27,,550,HSE,172,8,-21.067225,1
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-plus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-plus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.0022500444085149507,0.028200002493419772,0.06000000530514871,-0.03000000265257424,0.05150617155127368,0.06000000530514871,,,,550,PBE,172,8,-18.073515,5
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-plus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-plus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.0022500444085149507,0.028200002493419772,0.06000000530514871,-0.03000000265257424,0.05150617155127368,0.06000000530514871,.TRUE.,0.27,,550,HSE,172,8,-21.206967,1
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.004500044607458009,-0.03270000289130604,0.090000007957723,-0.03000000265257424,0.0710992182208461,0.090000007957723,,,,550,PBE,172,8,-17.989355,10
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.004500044607458009,-0.03270000289130604,0.090000007957723,-0.03000000265257424,0.0710992182208461,0.090000007957723,.TRUE.,0.27,,550,HSE,172,8,-21.119075,1
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.005850044726823822,-0.06270000554388033,0.090000007957723,-0.03000000265257424,0.08062302218664233,0.090000007957723,,,,550,PBE,172,8,-17.939923,7
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.005850044726823822,-0.06270000554388039,0.090000007957723,-0.03000000265257424,0.08062302218664234,0.090000007957723,.TRUE.,0.27,,550,HSE,172,8,-21.067363,1
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.008100044925766992,-0.09270000819645467,0.090000007957723,-0.03000000265257424,0.09414063853199368,0.09270000819645467,,,,550,PBE,172,8,-17.855452,17
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.008100044925766992,-0.09270000819645467,0.090000007957723,-0.03000000265257424,0.09414063853199368,0.09270000819645467,.TRUE.,0.27,,550,HSE,172,8,-20.979032,1
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.004500044607458009,0.027300002413842544,0.090000007957723,-0.03000000265257424,0.06995068836664645,0.090000007957723,,,,550,PBE,172,8,-17.982662,5
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,0.004500044607458009,0.027300002413842544,0.090000007957723,-0.03000000265257424,0.06995068836664645,0.090000007957723,.TRUE.,0.27,,550,HSE,172,8,-21.112287,1
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00045004424936068155,0.005850044726823822,0.057300005066416956,0.090000007957723,-0.03000000265257435,0.07858798667234208,0.090000007957723,,,,550,PBE,172,8,-17.926628,12
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00045004424936068155,0.005850044726823822,0.057300005066416956,0.090000007957723,-0.03000000265257435,0.07858798667234208,0.090000007957723,.TRUE.,0.27,,550,HSE,172,8,-21.053897,1
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00045004424936068155,0.008100044925766992,0.08730000771899127,0.09000000795772299,-0.03000000265257435,0.09152300113779095,0.09000000795772299,,,,550,PBE,172,8,-17.83552,6
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00045004424936068155,0.008100044925766992,0.08730000771899127,0.09000000795772299,-0.03000000265257435,0.09152300113779095,0.09000000795772299,.TRUE.,0.27,,550,HSE,172,8,-20.958874,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0009000442891491378,-0.028200002493419897,-0.030000002652574267,-0.06000000530514854,0.05149437549533318,0.06000000530514854,,,,550,PBE,172,8,-18.07344,5
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0009000442891491378,-0.028200002493419897,-0.030000002652574267,-0.06000000530514854,0.05149437549533318,0.06000000530514854,.TRUE.,0.27,,550,HSE,172,8,-21.20689,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.004500044607458009,-0.08820000779856853,-0.03000000265257427,-0.06000000530514854,0.07850548800510944,0.08820000779856853,,,,550,PBE,172,8,-17.925991,8
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.004500044607458009,-0.08820000779856853,-0.03000000265257427,-0.06000000530514854,0.07850548800510944,0.08820000779856853,.TRUE.,0.27,,550,HSE,172,8,-21.053251,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0009000442891491378,0.031800002811728685,-0.030000002652574267,-0.06000000530514854,0.05253256824821057,0.06000000530514854,,,,550,PBE,172,8,-18.077851,10
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0009000442891491378,0.031800002811728685,-0.030000002652574267,-0.06000000530514854,0.05253256824821057,0.06000000530514854,.TRUE.,0.27,,550,HSE,172,8,-21.211373,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.0022500444085149507,0.061800005464303094,-0.03000000265257427,-0.06000000530514865,0.06455945782882427,0.061800005464303094,,,,550,PBE,172,8,-18.026366,5
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.0022500444085149507,0.061800005464303094,-0.03000000265257427,-0.06000000530514865,0.06455945782882427,0.061800005464303094,.TRUE.,0.27,,550,HSE,172,8,-21.157626,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.004500044607458009,0.09180000811687741,-0.030000002652574274,-0.06000000530514865,0.08054260800480696,0.09180000811687741,,,,550,PBE,172,8,-17.93915,7
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.004500044607458009,0.09180000811687741,-0.030000002652574274,-0.06000000530514865,0.08054260800480696,0.09180000811687741,.TRUE.,0.27,,550,HSE,172,8,-21.066585,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0036000445278807636,-0.05640000498683974,-0.06000000530514861,-0.06000000530514854,0.07215733779879696,0.06000000530514861,,,,550,PBE,172,8,-17.96002,12
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.0036000445278807636,-0.05640000498683979,-0.060000005305148624,-0.060000005305148665,0.07215733779879704,0.060000005305148665,.TRUE.,0.27,,550,HSE,172,8,-21.08878,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.005850044726823822,-0.08640000763941408,-0.06000000530514861,-0.06000000530514854,0.08584838076341592,0.08640000763941408,,,,550,PBE,172,8,-17.86697,9
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.005850044726823822,-0.08640000763941406,-0.060000005305148624,-0.060000005305148665,0.08584838076341596,0.08640000763941406,.TRUE.,0.27,,550,HSE,172,8,-20.991818,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0022500444085149507,0.03360000297088314,-0.06000000530514861,-0.06000000530514854,0.06459708659073692,0.06000000530514861,,,,550,PBE,172,8,-18.026546,5
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.0022500444085149507,0.03360000297088315,-0.060000005305148624,-0.060000005305148665,0.06459708659073699,0.060000005305148665,.TRUE.,0.27,,550,HSE,172,8,-21.157807,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.0036000445278807636,0.06360000562345756,-0.06000000530514862,-0.06000000530514865,0.07509115443648369,0.06360000562345756,,,,550,PBE,172,8,-17.977697,6
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687266054,0.0036000445278807636,0.06360000562345756,-0.06000000530514863,-0.060000005305148776,0.07509115443648375,0.06360000562345756,.TRUE.,0.27,,550,HSE,172,8,-21.106702,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.005850044726823822,0.09360000827603186,-0.06000000530514862,-0.06000000530514865,0.08954297624209091,0.09360000827603186,,,,550,PBE,172,8,-17.893415,5
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687266054,0.005850044726823822,0.09360000827603188,-0.06000000530514863,-0.060000005305148776,0.08954297624209097,0.09360000827603188,.TRUE.,0.27,,550,HSE,172,8,-21.018586,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.004500044607458009,-0.02460000217511098,-0.09000000795772292,-0.06000000530514854,0.078587986672342,0.09000000795772292,,,,550,PBE,172,8,-17.92627,12
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.004500044607458009,-0.02460000217511098,-0.09000000795772292,-0.06000000530514854,0.078587986672342,0.09000000795772292,.TRUE.,0.27,,550,HSE,172,8,-21.053534,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.005850044726823822,-0.05460000482768528,-0.09000000795772292,-0.06000000530514854,0.08589554401208963,0.09000000795772292,,,,550,PBE,172,8,-17.867056,8
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.005850044726823822,-0.05460000482768534,-0.09000000795772292,-0.06000000530514854,0.08589554401208964,0.09000000795772292,.TRUE.,0.27,,550,HSE,172,8,-20.991907,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.008100044925766992,-0.08460000748025961,-0.09000000795772292,-0.06000000530514854,0.09745477184245416,0.09000000795772292,,,,550,PBE,172,8,-17.77302,9
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.008100044925766992,-0.08460000748025961,-0.09000000795772292,-0.06000000530514854,0.09745477184245416,0.09000000795772292,.TRUE.,0.27,,550,HSE,172,8,-20.893905,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.004500044607458009,0.0354000031300376,-0.09000000795772292,-0.06000000530514854,0.08062302218664225,0.09000000795772292,,,,550,PBE,172,8,-17.939679,7
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.004500044607458009,0.0354000031300376,-0.09000000795772292,-0.06000000530514854,0.08062302218664225,0.09000000795772292,.TRUE.,0.27,,550,HSE,172,8,-21.067116,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.005850044726823822,0.06540000578261201,-0.09000000795772292,-0.06000000530514865,0.08958819451090666,0.09000000795772292,,,,550,PBE,172,8,-17.893821,7
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.005850044726823822,0.06540000578261201,-0.09000000795772292,-0.06000000530514865,0.08958819451090666,0.09000000795772292,.TRUE.,0.27,,550,HSE,172,8,-21.01899,1
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.008100044925766992,0.09540000843518633,-0.09000000795772294,-0.06000000530514865,0.10232024592792778,0.09540000843518633,,,,550,PBE,172,8,-17.813012,10
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.008100044925766992,0.09540000843518633,-0.09000000795772294,-0.06000000530514865,0.10232024592792778,0.09540000843518633,.TRUE.,0.27,,550,HSE,172,8,-20.934294,1
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0009000442891491378,-0.03180000281172882,0.030000002652574315,-0.06000000530514854,0.05253256824821063,0.06000000530514854,,,,550,PBE,172,8,-18.077851,10
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.0009000442891491378,-0.03180000281172882,0.030000002652574322,-0.060000005305148665,0.052532568248210704,0.060000005305148665,.TRUE.,0.27,,550,HSE,172,8,-21.211373,1
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.060,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0022500444085149507,-0.06180000546430311,0.030000002652574312,-0.06000000530514854,0.06455945782882423,0.06180000546430311,,,,550,PBE,172,8,-18.026366,5
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.060,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.0022500444085149507,-0.06180000546430317,0.03000000265257432,-0.060000005305148665,0.06455945782882432,0.06180000546430317,.TRUE.,0.27,,550,HSE,172,8,-21.157626,1
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.004500044607458009,-0.09180000811687744,0.030000002652574312,-0.06000000530514854,0.08054260800480695,0.09180000811687744,,,,550,PBE,172,8,-17.93915,7
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.004500044607458009,-0.09180000811687744,0.03000000265257432,-0.060000005305148665,0.08054260800480699,0.09180000811687744,.TRUE.,0.27,,550,HSE,172,8,-21.066585,1
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687262724,0.0009000442891491378,0.028200002493419776,0.030000002652574315,-0.06000000530514854,0.05149437549533316,0.06000000530514854,,,,550,PBE,172,8,-18.07344,5
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.030,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.0009000442891491378,0.028200002493419772,0.030000002652574322,-0.060000005305148665,0.051494375495333235,0.060000005305148665,.TRUE.,0.27,,550,HSE,172,8,-21.20689,1
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.090,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687264944,0.004500044607458009,0.0882000077985685,0.03000000265257431,-0.06000000530514865,0.07850548800510948,0.0882000077985685,,,,550,PBE,172,8,-17.92599,8
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.090,2-accurate-hse06-atoms-fixed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687266054,0.004500044607458009,0.0882000077985685,0.030000002652574315,-0.060000005305148776,0.07850548800510954,0.0882000077985685,.TRUE.,0.27,,550,HSE,172,8,-21.053251,1
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.060-yz-minus-0.030,1-cheap-pbe-atoms-relaxed,5-skew-three-planes/skew-xy-minus-0.060-xz-plus-0.060-yz-minus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,0.0022500444085149507,-0.03360000297088328,0.060000005305148735,-0.060000005305148665,0.06459708659073707,0.060000005305148735,,,,550,PBE,172,8,-18.026546,5
