family,point,is_copy
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-minus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.040-y-plus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-minus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.060-y-plus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-minus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.080-y-plus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-minus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.020-y-plus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-minus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-plus-0.040-y-plus-0.040-z-minus-0.060,False
